label,recall,precision
human,0.10305851063829788,0.9393939393939394
human,0.10305851063829788,0.9337349397590361
human,0.10372340425531915,0.9341317365269461
human,0.10438829787234043,0.9345238095238095
human,0.10505319148936171,0.9349112426035503
human,0.10571808510638298,0.9352941176470588
human,0.10638297872340426,0.935672514619883
human,0.10704787234042554,0.936046511627907
human,0.1077127659574468,0.9364161849710982
human,0.10837765957446809,0.9367816091954023
human,0.10904255319148937,0.9371428571428572
human,0.10970744680851063,0.9375
human,0.11037234042553191,0.9378531073446328
human,0.1110372340425532,0.9382022471910112
human,0.11170212765957446,0.9385474860335196
human,0.11236702127659574,0.9388888888888889
human,0.11303191489361702,0.9392265193370166
human,0.11369680851063829,0.9395604395604396
human,0.11436170212765957,0.9398907103825137
human,0.11502659574468085,0.9402173913043478
human,0.11569148936170212,0.9405405405405406
human,0.1163563829787234,0.9408602150537635
human,0.11702127659574468,0.9411764705882353
human,0.11768617021276596,0.9414893617021277
human,0.11768617021276596,0.9365079365079365
human,0.11835106382978723,0.9368421052631579
human,0.11901595744680851,0.93717277486911
human,0.1196808510638298,0.9375
human,0.12034574468085106,0.9378238341968912
human,0.12101063829787234,0.9381443298969072
human,0.12167553191489362,0.9384615384615385
human,0.12234042553191489,0.9387755102040817
human,0.12300531914893617,0.9390862944162437
human,0.12367021276595745,0.9393939393939394
human,0.12433510638297872,0.9396984924623115
human,0.12433510638297872,0.935
human,0.125,0.9353233830845771
human,0.12566489361702127,0.9356435643564357
human,0.12632978723404256,0.9359605911330049
human,0.12699468085106383,0.9362745098039216
human,0.12699468085106383,0.9317073170731708
human,0.1276595744680851,0.9320388349514563
human,0.1276595744680851,0.927536231884058
human,0.1283244680851064,0.9278846153846154
human,0.12898936170212766,0.9282296650717703
human,0.12965425531914893,0.9285714285714286
human,0.12965425531914893,0.9241706161137441
human,0.13031914893617022,0.9245283018867925
human,0.13031914893617022,0.92018779342723
human,0.1309840425531915,0.9205607476635514
human,0.13164893617021275,0.9209302325581395
human,0.13231382978723405,0.9212962962962963
human,0.13297872340425532,0.9216589861751152
human,0.13364361702127658,0.9220183486238532
human,0.13430851063829788,0.9223744292237442
human,0.13497340425531915,0.9227272727272727
human,0.1356382978723404,0.9230769230769231
human,0.1363031914893617,0.9234234234234234
human,0.13696808510638298,0.9237668161434978
human,0.13763297872340424,0.9241071428571429
human,0.13829787234042554,0.9244444444444444
human,0.1389627659574468,0.9247787610619469
human,0.13962765957446807,0.9251101321585903
human,0.13962765957446807,0.9210526315789473
human,0.14029255319148937,0.9213973799126638
human,0.14095744680851063,0.9217391304347826
human,0.14162234042553193,0.922077922077922
human,0.1422872340425532,0.9224137931034483
human,0.14295212765957446,0.9227467811158798
human,0.14361702127659576,0.9230769230769231
human,0.14428191489361702,0.9234042553191489
human,0.14428191489361702,0.9194915254237288
human,0.1449468085106383,0.919831223628692
human,0.1456117021276596,0.9201680672268907
human,0.14627659574468085,0.9205020920502092
human,0.14694148936170212,0.9208333333333333
human,0.14760638297872342,0.921161825726141
human,0.14827127659574468,0.9214876033057852
human,0.14893617021276595,0.9218106995884774
human,0.14893617021276595,0.9180327868852459
human,0.14960106382978725,0.9183673469387755
human,0.1502659574468085,0.9186991869918699
human,0.15093085106382978,0.9190283400809717
human,0.15093085106382978,0.9153225806451613
human,0.15093085106382978,0.9116465863453815
human,0.15159574468085107,0.912
human,0.15159574468085107,0.9083665338645418
human,0.15226063829787234,0.9087301587301587
human,0.1529255319148936,0.9090909090909091
human,0.1535904255319149,0.9094488188976378
human,0.15425531914893617,0.9098039215686274
human,0.15425531914893617,0.90625
human,0.15492021276595744,0.9066147859922179
human,0.15558510638297873,0.9069767441860465
human,0.15625,0.9073359073359073
human,0.15691489361702127,0.9076923076923077
human,0.15757978723404256,0.9080459770114943
human,0.15824468085106383,0.9083969465648855
human,0.1589095744680851,0.908745247148289
human,0.1595744680851064,0.9090909090909091
human,0.16023936170212766,0.909433962264151
human,0.16090425531914893,0.9097744360902256
human,0.16090425531914893,0.9063670411985019
human,0.16156914893617022,0.9067164179104478
human,0.1622340425531915,0.9070631970260223
human,0.16289893617021275,0.9074074074074074
human,0.16356382978723405,0.9077490774907749
human,0.16422872340425532,0.9080882352941176
human,0.16422872340425532,0.9047619047619048
human,0.16489361702127658,0.9051094890510949
human,0.16555851063829788,0.9054545454545454
human,0.16622340425531915,0.9057971014492754
human,0.1668882978723404,0.9061371841155235
human,0.1675531914893617,0.9064748201438849
human,0.16821808510638298,0.9068100358422939
human,0.16888297872340424,0.9071428571428571
human,0.16888297872340424,0.9039145907473309
human,0.16954787234042554,0.9042553191489362
human,0.1702127659574468,0.9045936395759717
human,0.17087765957446807,0.9049295774647887
human,0.17154255319148937,0.9052631578947369
human,0.17220744680851063,0.9055944055944056
human,0.17287234042553193,0.9059233449477352
human,0.1735372340425532,0.90625
human,0.17420212765957446,0.9065743944636678
human,0.17486702127659576,0.906896551724138
human,0.17486702127659576,0.9037800687285223
human,0.17553191489361702,0.9041095890410958
human,0.1761968085106383,0.9044368600682594
human,0.1768617021276596,0.9047619047619048
human,0.17752659574468085,0.9050847457627119
human,0.17819148936170212,0.9054054054054054
human,0.17885638297872342,0.9057239057239057
human,0.17952127659574468,0.9060402684563759
human,0.18018617021276595,0.9063545150501672
human,0.18085106382978725,0.9066666666666666
human,0.1815159574468085,0.9069767441860465
human,0.18218085106382978,0.9072847682119205
human,0.18218085106382978,0.9042904290429042
human,0.18284574468085107,0.9046052631578947
human,0.18351063829787234,0.9049180327868852
human,0.1841755319148936,0.9052287581699346
human,0.1841755319148936,0.9022801302931596
human,0.1848404255319149,0.9025974025974026
human,0.18550531914893617,0.9029126213592233
human,0.18617021276595744,0.9032258064516129
human,0.18683510638297873,0.9035369774919614
human,0.1875,0.9038461538461539
human,0.18816489361702127,0.9041533546325878
human,0.18882978723404256,0.9044585987261147
human,0.18882978723404256,0.9015873015873016
human,0.18882978723404256,0.8987341772151899
human,0.18949468085106383,0.8990536277602523
human,0.1901595744680851,0.89937106918239
human,0.1908244680851064,0.8996865203761756
human,0.1908244680851064,0.896875
human,0.1908244680851064,0.8940809968847352
human,0.1908244680851064,0.8913043478260869
human,0.19148936170212766,0.891640866873065
human,0.19148936170212766,0.8888888888888888
human,0.19215425531914893,0.8892307692307693
human,0.19281914893617022,0.8895705521472392
human,0.1934840425531915,0.8899082568807339
human,0.1934840425531915,0.8871951219512195
human,0.19414893617021275,0.8875379939209727
human,0.19414893617021275,0.8848484848484849
human,0.19481382978723405,0.8851963746223565
human,0.19547872340425532,0.8855421686746988
human,0.19614361702127658,0.8858858858858859
human,0.19680851063829788,0.8862275449101796
human,0.19680851063829788,0.8835820895522388
human,0.19747340425531915,0.8839285714285714
human,0.1981382978723404,0.884272997032641
human,0.1988031914893617,0.8846153846153846
human,0.19946808510638298,0.8849557522123894
human,0.19946808510638298,0.8823529411764706
human,0.20013297872340424,0.8826979472140762
human,0.20079787234042554,0.8830409356725146
human,0.2014627659574468,0.8833819241982507
human,0.20212765957446807,0.8837209302325582
human,0.20279255319148937,0.8840579710144928
human,0.20345744680851063,0.884393063583815
human,0.20345744680851063,0.8818443804034583
human,0.20412234042553193,0.882183908045977
human,0.2047872340425532,0.8825214899713467
human,0.20545212765957446,0.8828571428571429
human,0.20545212765957446,0.8803418803418803
human,0.20611702127659576,0.8806818181818182
human,0.20611702127659576,0.8781869688385269
human,0.20678191489361702,0.8785310734463276
human,0.2074468085106383,0.8788732394366198
human,0.2081117021276596,0.8792134831460674
human,0.2081117021276596,0.876750700280112
human,0.20877659574468085,0.8770949720670391
human,0.20877659574468085,0.8746518105849582
human,0.20944148936170212,0.875
human,0.20944148936170212,0.8725761772853186
human,0.20944148936170212,0.8701657458563536
human,0.21010638297872342,0.8705234159779615
human,0.21077127659574468,0.8708791208791209
human,0.21077127659574468,0.8684931506849315
human,0.21077127659574468,0.8661202185792349
human,0.21143617021276595,0.8664850136239782
human,0.21143617021276595,0.8641304347826086
human,0.21143617021276595,0.8617886178861789
human,0.21210106382978725,0.8621621621621621
human,0.21210106382978725,0.8598382749326146
human,0.21210106382978725,0.8575268817204301
human,0.21210106382978725,0.8552278820375335
human,0.2127659574468085,0.8556149732620321
human,0.21343085106382978,0.856
human,0.21409574468085107,0.8563829787234043
human,0.21476063829787234,0.8567639257294429
human,0.2154255319148936,0.8571428571428571
human,0.2160904255319149,0.8575197889182058
human,0.21675531914893617,0.8578947368421053
human,0.21675531914893617,0.8556430446194225
human,0.21742021276595744,0.856020942408377
human,0.21808510638297873,0.856396866840731
human,0.21875,0.8567708333333334
human,0.21941489361702127,0.8571428571428571
human,0.22007978723404256,0.8575129533678757
human,0.22007978723404256,0.8552971576227391
human,0.22007978723404256,0.8530927835051546
human,0.22007978723404256,0.8508997429305912
human,0.22074468085106383,0.8512820512820513
human,0.2214095744680851,0.8516624040920716
human,0.2220744680851064,0.8520408163265306
human,0.2220744680851064,0.8498727735368957
human,0.22273936170212766,0.850253807106599
human,0.22273936170212766,0.8481012658227848
human,0.22340425531914893,0.8484848484848485
human,0.22406914893617022,0.8488664987405542
human,0.22406914893617022,0.8467336683417085
human,0.2247340425531915,0.8471177944862155
human,0.2247340425531915,0.845
human,0.2247340425531915,0.8428927680798005
human,0.22539893617021275,0.8432835820895522
human,0.22539893617021275,0.8411910669975186
human,0.22606382978723405,0.8415841584158416
human,0.22672872340425532,0.8419753086419753
human,0.22672872340425532,0.8399014778325123
human,0.22672872340425532,0.8378378378378378
human,0.22739361702127658,0.8382352941176471
human,0.22805851063829788,0.8386308068459658
human,0.22872340425531915,0.8390243902439024
human,0.22872340425531915,0.8369829683698297
human,0.22872340425531915,0.8349514563106796
human,0.2293882978723404,0.8353510895883777
human,0.2300531914893617,0.8357487922705314
human,0.23071808510638298,0.8361445783132531
human,0.23138297872340424,0.8365384615384616
human,0.23204787234042554,0.8369304556354916
human,0.2327127659574468,0.8373205741626795
human,0.2327127659574468,0.8353221957040573
human,0.23337765957446807,0.8357142857142857
human,0.23337765957446807,0.833729216152019
human,0.23337765957446807,0.8317535545023697
human,0.23404255319148937,0.8321513002364066
human,0.23470744680851063,0.8325471698113207
human,0.23537234042553193,0.8329411764705882
human,0.2360372340425532,0.8333333333333334
human,0.2360372340425532,0.8313817330210773
human,0.2360372340425532,0.8294392523364486
human,0.23670212765957446,0.8298368298368298
human,0.23736702127659576,0.8302325581395349
human,0.23803191489361702,0.8306264501160093
human,0.23803191489361702,0.8287037037037037
human,0.2386968085106383,0.8290993071593533
human,0.2386968085106383,0.8271889400921659
human,0.2393617021276596,0.8275862068965517
human,0.2393617021276596,0.8256880733944955
human,0.24002659574468085,0.8260869565217391
human,0.24069148936170212,0.8264840182648402
human,0.24069148936170212,0.8246013667425968
human,0.24135638297872342,0.825
human,0.24135638297872342,0.8231292517006803
human,0.24202127659574468,0.8235294117647058
human,0.24268617021276595,0.8239277652370203
human,0.24335106382978725,0.8243243243243243
human,0.24335106382978725,0.8224719101123595
human,0.2440159574468085,0.8228699551569507
human,0.24468085106382978,0.8232662192393736
human,0.24468085106382978,0.8214285714285714
human,0.24468085106382978,0.8195991091314031
human,0.24534574468085107,0.82
human,0.24601063829787234,0.8203991130820399
human,0.2466755319148936,0.8207964601769911
human,0.2473404255319149,0.8211920529801324
vehicle.bicycle,0.007352941176470588,1.0
vehicle.bicycle,0.014705882352941176,1.0
vehicle.bus,0.0,0.0
vehicle.bus,0.0,0.0
vehicle.bus,0.0,0.0
vehicle.bus,0.014492753623188406,0.25
vehicle.bus,0.028985507246376812,0.4
vehicle.bus,0.028985507246376812,0.3333333333333333
vehicle.bus,0.043478260869565216,0.42857142857142855
vehicle.bus,0.043478260869565216,0.375
vehicle.bus,0.043478260869565216,0.3333333333333333
vehicle.bus,0.043478260869565216,0.3
vehicle.bus,0.043478260869565216,0.2727272727272727
vehicle.bus,0.043478260869565216,0.25
vehicle.bus,0.043478260869565216,0.23076923076923078
vehicle.bus,0.057971014492753624,0.2857142857142857
vehicle.bus,0.07246376811594203,0.3333333333333333
vehicle.bus,0.07246376811594203,0.3125
vehicle.car,0.0005892751915144372,1.0
vehicle.car,0.0011785503830288745,1.0
vehicle.car,0.0017678255745433118,1.0
vehicle.car,0.002357100766057749,1.0
vehicle.car,0.0029463759575721863,1.0
vehicle.car,0.0035356511490866236,1.0
vehicle.car,0.0035356511490866236,0.8571428571428571
vehicle.car,0.0035356511490866236,0.75
vehicle.car,0.0041249263406010605,0.7777777777777778
vehicle.car,0.004714201532115498,0.8
vehicle.car,0.005303476723629935,0.8181818181818182
vehicle.car,0.0058927519151443725,0.8333333333333334
vehicle.car,0.00648202710665881,0.8461538461538461
vehicle.car,0.007071302298173247,0.8571428571428571
vehicle.car,0.0076605774896876845,0.8666666666666667
vehicle.car,0.008249852681202121,0.875
vehicle.car,0.00883912787271656,0.8823529411764706
vehicle.car,0.009428403064230996,0.8888888888888888
vehicle.car,0.010017678255745434,0.8947368421052632
vehicle.car,0.01060695344725987,0.9
vehicle.car,0.011196228638774307,0.9047619047619048
vehicle.car,0.011785503830288745,0.9090909090909091
vehicle.car,0.012374779021803181,0.9130434782608695
vehicle.car,0.01296405421331762,0.9166666666666666
vehicle.car,0.013553329404832056,0.92
vehicle.car,0.014142604596346494,0.9230769230769231
vehicle.car,0.01473187978786093,0.9259259259259259
vehicle.car,0.015321154979375369,0.9285714285714286
vehicle.car,0.015910430170889805,0.9310344827586207
vehicle.car,0.016499705362404242,0.9333333333333333
vehicle.car,0.01708898055391868,0.9354838709677419
vehicle.car,0.01767825574543312,0.9375
vehicle.car,0.018267530936947555,0.9393939393939394
vehicle.car,0.01885680612846199,0.9411764705882353
vehicle.car,0.019446081319976428,0.9428571428571428
vehicle.car,0.020035356511490868,0.9444444444444444
vehicle.car,0.020624631703005304,0.9459459459459459
vehicle.car,0.02121390689451974,0.9473684210526315
vehicle.car,0.021803182086034177,0.9487179487179487
vehicle.car,0.022392457277548614,0.95
vehicle.car,0.022981732469063054,0.9512195121951219
vehicle.car,0.02357100766057749,0.9523809523809523
vehicle.car,0.024160282852091926,0.9534883720930233
vehicle.car,0.024749558043606363,0.9545454545454546
vehicle.car,0.025338833235120803,0.9555555555555556
vehicle.car,0.02592810842663524,0.9565217391304348
vehicle.car,0.026517383618149676,0.9574468085106383
vehicle.car,0.027106658809664112,0.9583333333333334
vehicle.car,0.027106658809664112,0.9387755102040817
vehicle.car,0.02769593400117855,0.94
vehicle.car,0.02828520919269299,0.9411764705882353
vehicle.car,0.028874484384207425,0.9423076923076923
vehicle.car,0.02946375957572186,0.9433962264150944
vehicle.car,0.030053034767236298,0.9444444444444444
vehicle.car,0.030642309958750738,0.9454545454545454
vehicle.car,0.031231585150265175,0.9464285714285714
vehicle.car,0.03182086034177961,0.9473684210526315
vehicle.car,0.03241013553329405,0.9482758620689655
vehicle.car,0.032999410724808484,0.9491525423728814
vehicle.car,0.03358868591632292,0.95
vehicle.car,0.03417796110783736,0.9508196721311475
vehicle.car,0.0347672362993518,0.9516129032258065
vehicle.car,0.03535651149086624,0.9523809523809523
vehicle.car,0.03594578668238067,0.953125
vehicle.car,0.03653506187389511,0.9538461538461539
vehicle.car,0.037124337065409546,0.9545454545454546
vehicle.car,0.03771361225692398,0.9552238805970149
vehicle.car,0.03830288744843842,0.9558823529411765
vehicle.car,0.038892162639952856,0.9565217391304348
vehicle.car,0.03948143783146729,0.9571428571428572
vehicle.car,0.040070713022981735,0.9577464788732394
vehicle.car,0.04065998821449617,0.9583333333333334
vehicle.car,0.04124926340601061,0.958904109589041
vehicle.car,0.041838538597525045,0.9594594594594594
vehicle.car,0.04242781378903948,0.96
vehicle.car,0.04301708898055392,0.9605263157894737
vehicle.car,0.043606364172068354,0.961038961038961
vehicle.car,0.04419563936358279,0.9615384615384616
vehicle.car,0.04478491455509723,0.9620253164556962
vehicle.car,0.04537418974661167,0.9625
vehicle.car,0.04596346493812611,0.9629629629629629
vehicle.car,0.046552740129640544,0.9634146341463414
vehicle.car,0.04714201532115498,0.963855421686747
vehicle.car,0.047731290512669416,0.9642857142857143
vehicle.car,0.04832056570418385,0.9647058823529412
vehicle.car,0.04890984089569829,0.9651162790697675
vehicle.car,0.049499116087212726,0.9655172413793104
vehicle.car,0.05008839127872716,0.9659090909090909
vehicle.car,0.050677666470241606,0.9662921348314607
vehicle.car,0.05126694166175604,0.9666666666666667
vehicle.car,0.05185621685327048,0.967032967032967
vehicle.car,0.052445492044784915,0.967391304347826
vehicle.car,0.05303476723629935,0.967741935483871
vehicle.car,0.05362404242781379,0.9680851063829787
vehicle.car,0.054213317619328225,0.968421052631579
vehicle.car,0.05480259281084266,0.96875
vehicle.car,0.0553918680023571,0.9690721649484536
vehicle.car,0.05598114319387154,0.9693877551020408
vehicle.car,0.05657041838538598,0.9696969696969697
vehicle.car,0.057159693576900414,0.97
vehicle.car,0.05774896876841485,0.9702970297029703
vehicle.car,0.05833824395992929,0.9705882352941176
vehicle.car,0.05892751915144372,0.970873786407767
vehicle.car,0.05951679434295816,0.9711538461538461
vehicle.car,0.060106069534472596,0.9714285714285714
vehicle.car,0.06069534472598703,0.9716981132075472
vehicle.car,0.061284619917501476,0.9719626168224299
vehicle.car,0.06187389510901591,0.9722222222222222
vehicle.car,0.06246317030053035,0.9724770642201835
vehicle.car,0.06305244549204478,0.9727272727272728
vehicle.car,0.06364172068355922,0.972972972972973
vehicle.car,0.06423099587507367,0.9732142857142857
vehicle.car,0.0648202710665881,0.9734513274336283
vehicle.car,0.06540954625810254,0.9736842105263158
vehicle.car,0.06599882144961697,0.9739130434782609
vehicle.car,0.06658809664113141,0.9741379310344828
vehicle.car,0.06717737183264584,0.9743589743589743
vehicle.car,0.06776664702416028,0.9745762711864406
vehicle.car,0.06835592221567471,0.9747899159663865
vehicle.car,0.06894519740718916,0.975
vehicle.car,0.0695344725987036,0.9752066115702479
vehicle.car,0.07012374779021803,0.9754098360655737
vehicle.car,0.07071302298173247,0.975609756097561
vehicle.car,0.0713022981732469,0.9758064516129032
vehicle.car,0.07189157336476135,0.976
vehicle.car,0.07248084855627578,0.9761904761904762
vehicle.car,0.07307012374779022,0.9763779527559056
vehicle.car,0.07365939893930465,0.9765625
vehicle.car,0.07424867413081909,0.9767441860465116
vehicle.car,0.07483794932233354,0.9769230769230769
vehicle.car,0.07542722451384797,0.9770992366412213
vehicle.car,0.07601649970536241,0.9772727272727273
vehicle.car,0.07660577489687684,0.9774436090225563
vehicle.car,0.07719505008839128,0.9776119402985075
vehicle.car,0.07778432527990571,0.9777777777777777
vehicle.car,0.07837360047142015,0.9779411764705882
vehicle.car,0.07896287566293458,0.9781021897810219
vehicle.car,0.07955215085444903,0.9782608695652174
vehicle.car,0.08014142604596347,0.9784172661870504
vehicle.car,0.0807307012374779,0.9785714285714285
vehicle.car,0.08131997642899234,0.9787234042553191
vehicle.car,0.08190925162050677,0.9788732394366197
vehicle.car,0.08249852681202122,0.9790209790209791
vehicle.car,0.08308780200353565,0.9791666666666666
vehicle.car,0.08367707719505009,0.9793103448275862
vehicle.car,0.08426635238656452,0.9794520547945206
vehicle.car,0.08485562757807896,0.9795918367346939
vehicle.car,0.0854449027695934,0.9797297297297297
vehicle.car,0.08603417796110784,0.9798657718120806
vehicle.car,0.08662345315262228,0.98
vehicle.car,0.08721272834413671,0.9801324503311258
vehicle.car,0.08780200353565115,0.9802631578947368
vehicle.car,0.08839127872716558,0.9803921568627451
vehicle.car,0.08898055391868002,0.9805194805194806
vehicle.car,0.08956982911019445,0.9806451612903225
vehicle.car,0.0901591043017089,0.9807692307692307
vehicle.car,0.09074837949322334,0.9808917197452229
vehicle.car,0.09133765468473777,0.9810126582278481
vehicle.car,0.09192692987625221,0.9811320754716981
vehicle.car,0.09251620506776664,0.98125
vehicle.car,0.09310548025928109,0.9813664596273292
vehicle.car,0.09369475545079552,0.9814814814814815
vehicle.car,0.09428403064230996,0.9815950920245399
vehicle.car,0.09487330583382439,0.9817073170731707
vehicle.car,0.09546258102533883,0.9818181818181818
vehicle.car,0.09605185621685328,0.9819277108433735
vehicle.car,0.0966411314083677,0.9820359281437125
vehicle.car,0.09723040659988215,0.9821428571428571
vehicle.car,0.09781968179139658,0.9822485207100592
vehicle.car,0.09840895698291102,0.9823529411764705
vehicle.car,0.09899823217442545,0.9824561403508771
vehicle.car,0.0995875073659399,0.9825581395348837
vehicle.car,0.10017678255745432,0.9826589595375722
vehicle.car,0.10076605774896877,0.9827586206896551
vehicle.car,0.10135533294048321,0.9828571428571429
vehicle.car,0.10194460813199764,0.9829545454545454
vehicle.car,0.10253388332351208,0.9830508474576272
vehicle.car,0.10312315851502651,0.9831460674157303
vehicle.car,0.10371243370654096,0.9832402234636871
vehicle.car,0.10430170889805539,0.9833333333333333
vehicle.car,0.10489098408956983,0.9834254143646409
vehicle.car,0.10548025928108426,0.9835164835164835
vehicle.car,0.1060695344725987,0.9836065573770492
vehicle.car,0.1060695344725987,0.9782608695652174
vehicle.car,0.10665880966411315,0.9783783783783784
vehicle.car,0.10724808485562758,0.978494623655914
vehicle.car,0.10783736004714202,0.9786096256684492
vehicle.car,0.10842663523865645,0.9787234042553191
vehicle.car,0.10901591043017089,0.9788359788359788
vehicle.car,0.10960518562168532,0.9789473684210527
vehicle.car,0.11019446081319977,0.9790575916230366
vehicle.car,0.1107837360047142,0.9791666666666666
vehicle.car,0.11137301119622864,0.9792746113989638
vehicle.car,0.11196228638774308,0.979381443298969
